49 ==> 92 #SUP: 1865 #CONF: 0.912873225648556
49 ==> 98 #SUP: 1925 #CONF: 0.9422418012726382
49 ==> 100 #SUP: 1904 #CONF: 0.9319627998042095
49 ==> 102 #SUP: 2043 #CONF: 1.0
50 ==> 92 #SUP: 1784 #CONF: 0.8651794374393792
50 ==> 98 #SUP: 1933 #CONF: 0.937439379243453
50 ==> 100 #SUP: 1887 #CONF: 0.9151309408341416
50 ==> 102 #SUP: 2062 #CONF: 1.0
51 ==> 98 #SUP: 1864 #CONF: 0.9026634382566586
51 ==> 100 #SUP: 1753 #CONF: 0.848910411622276
51 ==> 102 #SUP: 2063 #CONF: 0.9990314769975787
52 ==> 98 #SUP: 1807 #CONF: 0.8776104905293832
52 ==> 102 #SUP: 2025 #CONF: 0.9834871296745993
60 ==> 92 #SUP: 2093 #CONF: 0.8388777555110221
60 ==> 98 #SUP: 2307 #CONF: 0.9246492985971944
60 ==> 100 #SUP: 2233 #CONF: 0.8949899799599198
60 ==> 102 #SUP: 2495 #CONF: 1.0
75 ==> 102 #SUP: 1724 #CONF: 0.998262883613202
76 ==> 102 #SUP: 1724 #CONF: 0.998262883613202
77 ==> 92 #SUP: 1754 #CONF: 0.809040590405904
77 ==> 98 #SUP: 1974 #CONF: 0.9105166051660517
77 ==> 100 #SUP: 1879 #CONF: 0.8666974169741697
77 ==> 102 #SUP: 2153 #CONF: 0.9930811808118081
78 ==> 92 #SUP: 1992 #CONF: 0.7640966628308401
78 ==> 98 #SUP: 2397 #CONF: 0.9194476409666283
78 ==> 100 #SUP: 2210 #CONF: 0.8477176831607212
78 ==> 102 #SUP: 2592 #CONF: 0.9942462600690449
79 ==> 92 #SUP: 1826 #CONF: 0.9084577114427861
79 ==> 98 #SUP: 1912 #CONF: 0.9512437810945273
79 ==> 100 #SUP: 1836 #CONF: 0.9134328358208955
79 ==> 102 #SUP: 2006 #CONF: 0.9980099502487563
80 ==> 92 #SUP: 1784 #CONF: 0.8827313211281543
80 ==> 98 #SUP: 1866 #CONF: 0.9233052944087086
80 ==> 100 #SUP: 1856 #CONF: 0.9183572488866898
80 ==> 102 #SUP: 2020 #CONF: 0.9995051954477981
81 ==> 92 #SUP: 1648 #CONF: 0.789272030651341
81 ==> 98 #SUP: 1912 #CONF: 0.9157088122605364
81 ==> 100 #SUP: 1763 #CONF: 0.8443486590038314
81 ==> 102 #SUP: 2077 #CONF: 0.9947318007662835
82 ==> 98 #SUP: 1839 #CONF: 0.871563981042654
82 ==> 102 #SUP: 2090 #CONF: 0.990521327014218
92 ==> 86 #SUP: 3813 #CONF: 0.5664834348536621
86 ==> 92 #SUP: 3813 #CONF: 0.8083527665889336
98 ==> 86 #SUP: 4284 #CONF: 0.5689998671802364
86 ==> 98 #SUP: 4284 #CONF: 0.9082043671825313
100 ==> 86 #SUP: 4067 #CONF: 0.5756546355272469
86 ==> 100 #SUP: 4067 #CONF: 0.8622005511977953
102 ==> 86 #SUP: 4696 #CONF: 0.5731722201879653
86 ==> 102 #SUP: 4696 #CONF: 0.9955480178079288
98 ==> 92 #SUP: 6268 #CONF: 0.8325142781245849
92 ==> 98 #SUP: 6268 #CONF: 0.9312137869558758
100 ==> 92 #SUP: 5894 #CONF: 0.8342533616418967
92 ==> 100 #SUP: 5894 #CONF: 0.8756499777150498
102 ==> 92 #SUP: 6718 #CONF: 0.8199682655925791
92 ==> 102 #SUP: 6718 #CONF: 0.9980686376467093
92020 ==> 92 #SUP: 1662 #CONF: 0.8155053974484789
92021 ==> 92 #SUP: 2091 #CONF: 0.864406779661017
100 ==> 98 #SUP: 6639 #CONF: 0.9397027600849257
98 ==> 100 #SUP: 6639 #CONF: 0.8817904104130695
102 ==> 98 #SUP: 7494 #CONF: 0.9146832662028561
98 ==> 102 #SUP: 7494 #CONF: 0.9953513082746712
92020 ==> 98 #SUP: 1874 #CONF: 0.9195289499509323
92021 ==> 98 #SUP: 2246 #CONF: 0.9284828441504754
102 ==> 100 #SUP: 7040 #CONF: 0.8592701086293177
100 ==> 102 #SUP: 7040 #CONF: 0.9964614295824487
92020 ==> 100 #SUP: 1767 #CONF: 0.8670264965652601
92021 ==> 100 #SUP: 1929 #CONF: 0.7974369574204216
92020 ==> 102 #SUP: 2026 #CONF: 0.9941118743866536
92021 ==> 102 #SUP: 2405 #CONF: 0.9942124844977264
49 98 ==> 92 #SUP: 1768 #CONF: 0.9184415584415584
49 92 ==> 98 #SUP: 1768 #CONF: 0.9479892761394102
49 ==> 92 98 #SUP: 1768 #CONF: 0.8653940283896231
49 100 ==> 92 #SUP: 1742 #CONF: 0.9149159663865546
49 92 ==> 100 #SUP: 1742 #CONF: 0.9340482573726542
49 ==> 92 100 #SUP: 1742 #CONF: 0.8526676456191875
49 102 ==> 92 #SUP: 1865 #CONF: 0.912873225648556
49 92 ==> 102 #SUP: 1865 #CONF: 1.0
49 ==> 92 102 #SUP: 1865 #CONF: 0.912873225648556
49 100 ==> 98 #SUP: 1800 #CONF: 0.9453781512605042
49 98 ==> 100 #SUP: 1800 #CONF: 0.935064935064935
49 ==> 98 100 #SUP: 1800 #CONF: 0.8810572687224669
49 102 ==> 98 #SUP: 1925 #CONF: 0.9422418012726382
49 98 ==> 102 #SUP: 1925 #CONF: 1.0
49 ==> 98 102 #SUP: 1925 #CONF: 0.9422418012726382
49 102 ==> 100 #SUP: 1904 #CONF: 0.9319627998042095
49 100 ==> 102 #SUP: 1904 #CONF: 1.0
49 ==> 100 102 #SUP: 1904 #CONF: 0.9319627998042095
50 98 ==> 92 #SUP: 1681 #CONF: 0.8696326952922918
50 92 ==> 98 #SUP: 1681 #CONF: 0.9422645739910314
50 ==> 92 98 #SUP: 1681 #CONF: 0.8152279340446169
50 102 ==> 92 #SUP: 1784 #CONF: 0.8651794374393792
50 92 ==> 102 #SUP: 1784 #CONF: 1.0
50 ==> 92 102 #SUP: 1784 #CONF: 0.8651794374393792
50 100 ==> 98 #SUP: 1790 #CONF: 0.9485956544780074
50 98 ==> 100 #SUP: 1790 #CONF: 0.926021727884118
50 ==> 98 100 #SUP: 1790 #CONF: 0.8680892337536372
50 102 ==> 98 #SUP: 1933 #CONF: 0.937439379243453
50 98 ==> 102 #SUP: 1933 #CONF: 1.0
50 ==> 98 102 #SUP: 1933 #CONF: 0.937439379243453
50 102 ==> 100 #SUP: 1887 #CONF: 0.9151309408341416
50 100 ==> 102 #SUP: 1887 #CONF: 1.0
50 ==> 100 102 #SUP: 1887 #CONF: 0.9151309408341416
51 102 ==> 98 #SUP: 1862 #CONF: 0.902569074163839
51 98 ==> 102 #SUP: 1862 #CONF: 0.9989270386266095
51 ==> 98 102 #SUP: 1862 #CONF: 0.9016949152542373
51 102 ==> 100 #SUP: 1751 #CONF: 0.8487639360155114
51 100 ==> 102 #SUP: 1751 #CONF: 0.9988590986879635
51 ==> 100 102 #SUP: 1751 #CONF: 0.8479418886198548
52 102 ==> 98 #SUP: 1774 #CONF: 0.8760493827160494
52 98 ==> 102 #SUP: 1774 #CONF: 0.981737686773658
52 ==> 98 102 #SUP: 1774 #CONF: 0.861583292860612
60 98 ==> 92 #SUP: 1978 #CONF: 0.8573905504984829
60 92 ==> 98 #SUP: 1978 #CONF: 0.945054945054945
60 ==> 92 98 #SUP: 1978 #CONF: 0.7927855711422845
60 100 ==> 92 #SUP: 1896 #CONF: 0.8490819525302284
60 92 ==> 100 #SUP: 1896 #CONF: 0.9058767319636885
60 ==> 92 100 #SUP: 1896 #CONF: 0.7599198396793587
60 102 ==> 92 #SUP: 2093 #CONF: 0.8388777555110221
60 92 ==> 102 #SUP: 2093 #CONF: 1.0
60 ==> 92 102 #SUP: 2093 #CONF: 0.8388777555110221
60 100 ==> 98 #SUP: 2109 #CONF: 0.9444693237796686
60 98 ==> 100 #SUP: 2109 #CONF: 0.9141742522756827
60 ==> 98 100 #SUP: 2109 #CONF: 0.8452905811623247
60 102 ==> 98 #SUP: 2307 #CONF: 0.9246492985971944
60 98 ==> 102 #SUP: 2307 #CONF: 1.0
60 ==> 98 102 #SUP: 2307 #CONF: 0.9246492985971944
60 102 ==> 100 #SUP: 2233 #CONF: 0.8949899799599198
60 100 ==> 102 #SUP: 2233 #CONF: 1.0
60 ==> 100 102 #SUP: 2233 #CONF: 0.8949899799599198
77 102 ==> 92 #SUP: 1748 #CONF: 0.8118903855085927
77 92 ==> 102 #SUP: 1748 #CONF: 0.9965792474344356
77 ==> 92 102 #SUP: 1748 #CONF: 0.8062730627306273
77 100 ==> 98 #SUP: 1745 #CONF: 0.9286854709952103
77 98 ==> 100 #SUP: 1745 #CONF: 0.8839918946301925
77 ==> 98 100 #SUP: 1745 #CONF: 0.8048892988929889
